Gene stable ID,drug_claim_name,drug_target_genes,genes_PPI1
ENSG00000131467,#BORTEZOMIB#CARFILZOMIB,,",ENSG00000275700,ENSG00000164597,ENSG00000116288"
ENSG00000131469,#DORLIMOMAB ARITOX#ATALUREN#CYCLOHEXIMIDE#MT-3724#ELX-02,,",ENSG00000188393,ENSG00000242372,ENSG00000198728,ENSG00000105205,ENSG00000188089,ENSG00000182768,ENSG00000149557"
ENSG00000131473,#GLUCAGON#ETC-1002#BEMPEDOIC ACID,,",ENSG00000123395,ENSG00000214013"
ENSG00000131495,#NV-128#METFORMIN HYDROCHLORIDE#ME-344,,",ENSG00000198517,ENSG00000167080,ENSG00000197063,ENSG00000178573,ENSG00000124571,ENSG00000150961"
ENSG00000131558,#opioids,,",ENSG00000166391"
ENSG00000131747,"#IDARUBICIN HYDROCHLORIDE#QUERCETIN#4'-O-ACETYLPATENTIFLORIN B#(+)-VENTILOQUINONE L METHYL ETHER#UNBS3157#AjvW2#NK-314#Novobiocin#13-DEOXYADRIAMYCIN HYDROCHLORIDE#MTC-DOX#MLN-576#MVT REGIMEN#C-1311#DIPHYLLIN#INNO-206#MITOXANTRONE#Lomefloxacin#Mitoxantrone#INNO-206#PIXANTRONE#SIMOCYCLINONE D8#ETOPOSIDE#DAUNORUBICIN#ETOPOSIDE#AMSACRINE#ELINAFIDE#MYRICETIN#UNGEREMINE#(+)-3-DEOXYTHYSANONE#BROMODEOXYURIDINE#fluorouracil#EPIRUBICIN#Amsacrine#Pefloxacin#DTS-201#DIGITOXIN#TENIPOSIDE#TENIPOSIDE#Lucanthone#DOXORUBICIN#DOXORUBICIN#14-[(N-TETRADECYLAMIDO)SUCCINYL]DOXORUBICIN#DOXORUBICIN#CNDO101#GPX-150D#Iboctadekin + Doxil#Doxorubicin#TAS-103#Liposomal encapsulated doxorubicin (LED)#F-14512#KAEMPFERITRIN#BERUBICIN HYDROCHLORIDE#MAKALUVAMINE A#4-HYDROXYEVODIAMINE#MITOXANTRONE#Nalidixic Acid#PYRAZOLOACRIDINE#Podofilox#GENISTEIN#CARINATIN G#(+)-VENTILOQUINONE#EPIPODOPHYLLOTOXIN 4-(MORPHOLINE)CARBAMATE#ETOPOSIDE#DAUNORUBICIN#ETOPOSIDE#VALRUBICIN#PK1#Fleroxacin#4'-(9-ACRIDINYLAMINO)METHANESULFON-M-ANISIDIDE#VORELOXIN#Valrubicin#Aclarubicin#VALRUBICIN#MITOXANTRONE HYDROCHLORIDE#DEXRAZOXANE#LUPEOL#DEXRAZOXANE#Teniposide#Sabarubicin#BECATECARIN#LIPOSOMAL DOXORUBICIN#FRANGULIN B#HYDROQUINONE#ANTHRACYCLINE#AEZS-112, ZEN-012#RTA 744#IDARUBICIN#Cinoxacin#XR-5944#XR-5000#Idarubicin#CAP-7.1#Dhaq diacetate#BMY-43748#Salvicine#ADRIAMYCIN#Elsamitrucin#DEHYDROEQUOL#28-THIOBETULINIC ACID#REL-CARINATIN B#PODOFILOX#GSK2140944#Rosoxacin#Pixantrone#Tirapazamine#REL-CARINATIN D#ETOPOSIDE PHOSPHATE#HURATOXIN#DAUNORUBICIN#PACLITAXEL#EPIRUBICIN#ETOPOSIDE#AMSACRINE#AMSACRINE#ETOPOSIDE#Tafluposide#TENIPOSIDE#AMRUBICIN#REL-CARINATIN C#2-ACETYLPYRIDINE N4(ETHYL)THIOSEMICARBAZONE#ACTINOMYCIN D#BECATECARIN#Fluoroquinolones#Nemorubicin#Dexrazoxane#PAZUFLOXACIN#Daniquidone#Anthracyclines#DOXORUBICIN HYDROCHLORIDE#DEMETHYLZEYLASTERONE#BETULIN#(-)-THYSANONE#(+)-9-DEMETHYLELEUTHERIN#VINCRISTINE#DOXORUBICIN#Annamycin liposomal#Quinolones#Ciprofloxacin+dexamethasone#DVP REGMEN#IDARUBICIN#ALDOXORUBICIN#SECAUBRYOLIDE#10-HYDROXYEVODIAMINE#LYCOBETAINE#CAMPTOTHECIN#C-1311#CAP7.1#PODOFILOX#Gepotidacin#GPX-100#3-FLUOROEVODIAMINE#MITOXANTRONE#L-377202#DAUNORUBICIN HYDROCHLORIDE#VALRUBICIN#VOSAROXIN#AMRUBICIN HYDROCHLORIDE#DIAZIRINE#MAKALUVAMINE E#(+)-ELEUTHERIN#MAKALUVAMINE F#(+)-9-DEMETHOXYELEUTHERIN#epirubicin#DAUNORUBICIN#Enoxacin#Epirubicin#Doxorubicin-eluting beads#Berubicin#SNS-595#FISETIN#ELLIPTECINE#Etoposide#GRC-6211#DAUNORUBICIN CITRATE#GANCOTAMAB#(+)-7,9-DEOXYTHYSANONE#AMONAFIDE#TRICITRINOL B#TENIPOSIDE#Fluoroquinolone#MAKALUVAMINE C TFA SALT#AMONAFIDE#OLEANDEROLIDE",,",ENSG00000141646"
ENSG00000131759,#CAROTENOIDS#ISOFLAVONES#LYCOPENE#PMID27336223-Compound-4#PMID27336223-Compound-5#COLCHICINE#DEXAMETHASONE#RETINOIDS#TRIBUTYRIN#MNU#RETINOL#ALL-TRANS-RETINOIC ACID#tretinoin#IRX-5183#Tamibarotene#PIMARIC ACID#MELATONIN#arsenic trioxide#TAZAROTENE#TAZAROTENE#ACITRETIN#RO-137410#GERONTOXANTHONE A#GERONTOXANTHONE H#ACITRETIN#MOFAROTENE#FENRETINIDE#ETRETINATE#ADAPALENE#RETINYLRETINOATE#RETINOIC ACID#LGD-1550#ADAPALENE#TAMIBAROTENE#Tretinoin#TAZAROTENE#NALOXONE#IL-6#NRX-5183#ABIETIC ACID#HMBA#SOY PROTEIN ISOLATE#R667#IRX4310#NRX195183#DOX#DMSO#TAMIBAROTENE#ADAPALENE#ISOTRETINOIN#SY-1425#TRETINOIN#GERONTOXANTHONE B#BMS-204493#ALPHA INTERFERON#INSULIN#ALITRETIONINE#ACITRETIN#ALITRETINOIN#ALITRETINOIN#RETINOIC ACIDS#DIFFERENTIATION AGENTS#FENRETINIDE#ALITRETINOIN#ANTIESTROGENS#TRETINOIN#ISOTRETINOIN#ISOTRETINOIN#TAMIBAROTENE,,",ENSG00000165409"
ENSG00000131791,#METFORMIN#metformin#ACADESINE#SAPONARIN,,",ENSG00000068394,ENSG00000198807,ENSG00000100836"
ENSG00000131808,#AKP-501#Follicle stimulating hormone,,",ENSG00000094755"
ENSG00000131828,#CPI-613,,",ENSG00000154016,ENSG00000100441"
ENSG00000131981,"#BELAPECTIN#GR-MD-02#DAVANAT#LACTOSE, ANHYDROUS#OLITIGALTIN",,",ENSG00000151413"
ENSG00000132002,#HSP70,,",ENSG00000008405,ENSG00000198963,ENSG00000140905,ENSG00000081692"
ENSG00000132155,#U0126#SORAFENIB TOSYLATE#XL-281#SORAFENIB#C-RAF ANTISENSE OLIGONUCLEOTIDE#GDC-5573#RG-7376#Semapimod#LY-3009120#ISIS 5132#TOVORAFENIB#REGORAFENIB#Sorafenib#SORAFENIB TOSYLATE#SORAFENIB TOSYLATE#LXH254#LGX818#CHIR-265#ICO-007#paclitaxel#docetaxel#ARQ-736#REGORAFENIB#SORAFENIB#sorafenib#SORAFENIB#TRAMETINIB#cisplatin#COBIMETINIB#REGORAFENIB#XL281#LGX-806#BELVARAFENIB#SORAFENIB#carboplatin#Cobimetinib#1096708-71-2#gemcitabine#XL281,,",ENSG00000226761,ENSG00000175324,ENSG00000170037,ENSG00000198963"
ENSG00000132170,"#MK-0767#PHENOLPHTHALEIN#DIMETHENAMID#KALOPANAX-SAPONIN F#(-)-GRACILIOETHER B#ALEGLITAZAR#CS-7017#TREPROSTINIL#PIOGLITAZONE HYDROCHLORIDE#NETOGLITAZONE#BENZBROMARONE#ALDICARB#SPIRONOLACTONE#ISOSILYBIN A#PROPYLPYRAZOLETRIOL#PIOGLITAZONE#SAROGLITAZAR#ROTENONE#CHLORFENAPYR#BALSALAZIDE#CLX-0921#NAVEGLITAZAR#ROSIGLITAZONE#ROSIGLITAZONE#TRIFLOXYSTROBIN#PHENAMIPHOS#METHOXYCHLOR#GW1929#GW501516#FLUDIOXONIL#ELATOSIDE D#celecoxib#SHINFLAVANONE#ROSIGLITAZONE MALEATE#BALSALAZIDE DISODIUM#ARHALOFENATE#LEVOTHYROXINE#EV-077-3201-2TBS#JB991#MURAGLITAZAR#RIVOGLITAZONE#TREPROSTINIL#RALOXIFENE HYDROCHLORIDE#BARDOXOLONE METHYL#TROGLITAZONE#MYCOPHENOLIC ACID#(-)-HERDMANINE K#OMS405#KANZONOL W#SEIMATOPOLIDE A#GANCAONIN L#aspirin#IPRODIONE#GW7647#GLABRONE#PHENOTHIAZINE#GW501516#GLYBURIDE#KANZONOL X#NALED#9-NITRO-ANTHRACENE#LANIFIBRANOR#GENTIAN VIOLET#ENOXOLONE#PROSTAGLANDIN D2#GTF505#ETHYL EICOSAPENTAENOIC ACID#MURAGLITAZAR#TROGLITAZONE#INT131#ETALOCIB#CHIGLITAZAR#LERIGLITAZONE#AMORFRUTIN A#5'-FORMYLGLABRIDIN#(-)-GRACILIOETHER C#(-)-HERDMANINE I#FLUORODIFEN#DICHLOROPHEN#METAGLIDASEN#AMG-131#(-)-PLAKILACTONE C#INDEGLITAZAR#TESAGLITAZAR#ROSIGLITAZONE#3-HYDROXYPHTHALIC ANHYDRIDE#3,3',5,5'-TETRABROMOBISPHENOL A#ESTRADIOL#olanzapine#SULFASALAZINE#PROPYLPARABEN#GLABROL#ABIETIC ACID#KALOPANAX-SAPONIN F METHYL ESTER#CLX-0921#MESALAMINE#FARGLITAZAR#HESPERETIN#SHINPTEROCARPIN#LICOFLAVANONE A#EFATUTAZONE#MESALAZINE#MESALAMINE#(R)-2,3-BIS(OCTYLOXY)PROPYL DIHYDROGEN PHOSPHATE#CIGLITAZONE#MBX-2044#ATX08-001#ALEGLITAZAR#METHYLTHIONINIUM CHLORIDE#E319#TETRADECYLTHIOACETIC ACID#ECHINATIN#DB-959#MITOGLITAZONE#BEZAFIBRATE#MBX-2044#BENSULIDE#KEPONE#3R14S-OCHRATOXIN A#SODELGLITAZAR#PIOGLITAZONE#FLUOXASTROBIN#PIOGLITAZONE#9,10-PHENANTHRENEQUINONE#PROCHLORAZ#NAVEGLITAZAR#IMIGLITAZAR#METHOTREXATE#PATULIN#2-PHENYLPHENOL#(-)-LEPTOCLINIDAMINE B#PSAMMAPLIN A#TECNAZENE#OLSALAZINE SODIUM#AVE0847#DB959#EFATUTAZONE HYDROCHLORIDE#BALAGLITAZONE#GNF-PF-2893#APIGENIN#FENOFIBRIC ACID#MK-0533",,",ENSG00000226761,ENSG00000164047,ENSG00000089053,ENSG00000101336"
ENSG00000132356,#CYC-116#TCMDC-124245#SOTRASTAURIN#TOZASERTIB#RAPAMYCIN#PF-562271#681640#HESPERADIN#JNJ-7706621#TAE-684#METFORMIN#TYROSINE KINASE INHIBITOR#GW441756X#RG-1530#ENTRECTINIB#METFORMIN HYDROCHLORIDE#ILORASERTIB#LY-2090314#CENISERTIB#DOVITINIB#CHEMOPREVENTIVE AGENT#DNDI1417467#ACADESINE#PD-0166285#SAPONARIN#PHENFORMIN#PALBOCICLIB#DEOXYCOFORMYCIN#ADENOSINE DEAMINASE INHIBITOR#PHENFORMIN#STREPTOZOTOCIN#PMA#THYROXINE,,",ENSG00000163541,ENSG00000182890,ENSG00000198807,ENSG00000182054,ENSG00000138413,ENSG00000101365,ENSG00000100412,ENSG00000105953,ENSG00000239857,ENSG00000068394,ENSG00000122729,ENSG00000197444,ENSG00000100836,ENSG00000166411"
ENSG00000132383,#NSC-15520,,",ENSG00000081853,ENSG00000100142,ENSG00000118965"
ENSG00000132437,#RAPAMYCIN#Benserazide#AV-201#CARBIDOPA#ProSavin#CARBIDOPA#IPX066#Patrome#Carbidopa#CARBIDOPA#Vitamin B6#carbidopa#BENSERAZIDE,,",ENSG00000077684"
ENSG00000132507,#SNS01-T,,",ENSG00000169855,ENSG00000184697,ENSG00000188393,ENSG00000160213,ENSG00000182768"
ENSG00000132518,#BAY 1021189#Riociguat#FK-409,,",ENSG00000173848,ENSG00000129226"
ENSG00000132535,#OPIOID#L-DOPA#HALOPERIDOL#Tat-NR2B9c,,",ENSG00000174720,ENSG00000130707"
ENSG00000132639,#INCOBOTULINUMTOXINA#amisulpride#PRABOTULINUMTOXIN A#DAXIBOTULINUMTOXINA#BOTULINUM TOXIN TYPE A#Botulinum Toxin Type A#ONABOTULINUMTOXINA#ABOBOTULINUMTOXINA#BOTULINUM TOXIN TYPE A#TRENIBOTULINUMTOXINE#antipsychotics#DIAZOXIDE#STEROID HORMONE#BOTULINUM TOXIN TYPE A,,",ENSG00000116641,ENSG00000147509,ENSG00000160282,ENSG00000215305,ENSG00000115423,ENSG00000172023"
ENSG00000132646,#VIT-100#PENTOXIFYLLINE#SUNSCREEN#CAPSAICIN#ATX-101,,",ENSG00000167769,ENSG00000118965,ENSG00000136819,ENSG00000108771,ENSG00000183579"
ENSG00000132681,#DIGOXIN#DIGITOXIN#ISTAROXIME#LANATOSIDE C#ACETYLDIGITOXIN#DESLANOSIDE,,",ENSG00000175324,ENSG00000100413"
ENSG00000132781,#fluorouracil#radiotherapy#cisplatin#cyclophosphamide,,",ENSG00000055917,ENSG00000196470"
ENSG00000132792,#Beta-acetyldigoxin#Alpha-acetyldigoxin,,",ENSG00000171169,ENSG00000137942,ENSG00000135441,ENSG00000170340,ENSG00000170293"
ENSG00000132840,#BETAINE HYDROCHLORIDE#BETAINE,,",ENSG00000165322"
ENSG00000132906,"#AICAR#ISOQUINOLINE-1,3(2H,4H)-DIONE#adalimumab#20(S)-PROTOPANAXADIOL#celecoxib#EMRICASAN#azathioprine#NIVOCASAN#isatin sulfonamide 34",,",ENSG00000122550"
ENSG00000132964,#TCMDC-125758#ILORASERTIB#FASUDIL#AG-1879#LINIFANIB#PHA-767491#SORAFENIB#ALVOCIDIB#ALSTERPAULLONE#Macrocycle derivative 14#PHA-793887#Tricyclic benzimidazole derivative 1#ALISERTIB#BMS-387032#ACACETIN#AT-7519#RONICICLIB#DORAMAPIMOD#LY-294002#AST-487#AZD-5438#SNS-314,,",ENSG00000065054"
ENSG00000132965,#FIBOFLAPON SODIUM#VELIFLAPON#DG031#AM-803#FIBOFLAPON#AM-103#IL-3#gemcitabine,,",ENSG00000181222"
ENSG00000133019,"#MEPENZOLATE BROMIDE#AZD-9164#ATROPINE#SVT-40776#TRIDIHEXETHYL#THIETHYLPERAZINE#SMT-D002#(R)-mequitazine (incontinence/respiratory disease), Pierre Fabre#TRIDIHEXETHYL#FESOTERODINE FUMARATE#DARIFENACIN#Darifenacin#FESOTERODINE#HOMATROPINE METHYLBROMIDE#IPRATROPIUM BROMIDE#ASM-024#TIOTROPIUM#ACLIDINIUM BROMIDE#DICYCLOMINE HYDROCHLORIDE#CYCLOPENTOLATE HYDROCHLORIDE#PIPERTRAMINE AMIDE#SOLIFENACIN#DIPHEMANIL METHYLSULFATE#AFACIFENACIN#GSK-961081#PSD-506#PROPIOMAZINE#THIETHYLPERAZINE#DIPHENIDOL#CHF 5407.00#IMIDAFENACIN#ACETYLCHOLINE CHLORIDE#CEVIMELINE HYDROCHLORIDE#TROSPIUM CHLORIDE#TERODILINE HYDROCHLORIDE#SOFPIRONIUM BROMIDE#NAVAFENTEROL#UMECLIDINIUM BROMIDE#OLANZAPINE#HOMATROPINE METHYLBROMIDE#CEVIMELINE#PROMAZINE#DOXEPIN#SOLIFENACIN SUCCINATE#ATROPINE SULFATE#LAS190792#OXYPHENCYCLIMINE#Methacholine Chloride#Ipratropium#TROPICAMIDE#OXYPHENONIUM BROMIDE#TRIDIHEXETHYL CHLORIDE#OXYBUTYNIN CHLORIDE#OXYBUTYNIN#OXYBUTYNIN#TOLTERODINE#Solifenacin#Succinylcholine#TARAFENACIN#SOLIFENACIN#PROPANTHELINE BROMIDE#HEXOCYCLIUM METHYLSULFATE#OXYPHENCYCLIMINE HYDROCHLORIDE#DIPHENIDOL#TRN-157#METHSCOPOLAMINE BROMIDE#BETHANECHOL CHLORIDE#UMECLIDINIUM BROMIDE#CEVIMELINE#BENZQUINAMIDE#DARIFENACIN#FESOTERODINE#OLANZAPINE#PROMETHAZINE#Cevimeline#METIXENE#Methylscopolamine#METHACHOLINE CHLORIDE#CARBACHOL#BATEFENTEROL#PIPERTRAMINE#TIOTROPIUM#ACLIDINIUM#TALSACLIDINE#PILOCARPINE#ANISOTROPINE METHYLBROMIDE#METHOTRIMEPRAZINE#ANISOTROPINE METHYLBROMIDE#DIPHEMANIL METHYLSULFATE#PILOCARPINE HYDROCHLORIDE#Tarafenacin#TIOTROPIUM BROMIDE#ATROPINE#AZD8683#VU0365137#ATROPINE#PROPIOMAZINE#Methscopolamine Bromide#DARIFENACIN HYDROBROMIDE#ZAMIFENACIN#BENZQUINAMIDE#METIXENE#PROMAZINE#PROMETHAZINE#ISOPROPAMIDE IODIDE#CLIDINIUM BROMIDE#CCG-50014#REVEFENACIN#GLYCOPYRROLATE#OXYPHENCYCLIMINE#LAS-34273#ACECLIDINE#Tiotropium#TOLTERODINE TARTRATE#PILOCARPINE#OXYBUTYNIN#dexamethasone#TOLTERODINE#METHOTRIMEPRAZINE#DAROTROPIUM BROMIDE#ANISOTROPINE METHYLBROMIDE#DIPHEMANIL METHYLSULFATE#Tolterodine",,",ENSG00000131966"
ENSG00000133056,#SF1126#BAY80-6946#XL147#PWT33597#SOPHORETIN#GDC-0980#PI-103#BYL719#BEZ235#PX-866#XL-765#GDC-0941#BKM120#PF-4691502#GSK2636771#BGJ398#PKI-587,,",ENSG00000117153,ENSG00000170037,ENSG00000130876"
ENSG00000133105,#SERELAXIN#N6-CYCLOPENTYLADENOSINE#NECA#2-CHLOROADENOSINE#N6-PHENYLADENOSINE#COLFORSIN,,",ENSG00000141639"
ENSG00000133110,#ANTISERUM,,",ENSG00000102349"
ENSG00000133112,#5-FLUOROURACIL,,",ENSG00000182768,ENSG00000198728,ENSG00000188393"
ENSG00000133116,#Beta Blocking Agents,,",ENSG00000121410,ENSG00000108349,ENSG00000166136,ENSG00000141522"
ENSG00000133216,#VANDETANIB#BVD-523#MK-8353#KO-947,,",ENSG00000164877,ENSG00000174720,ENSG00000152601"
ENSG00000133636,#AZASERINE#NIFEDIPINE#LITHIUM#CHLORPROMAZINE#MAGNESIUM SULFATE#ETHANOL#NORETHISTERONE#RISPERIDONE#haloperidol,,",ENSG00000113328"
ENSG00000133703,#VOXILAPREVIR#VANDETANIB#Trametinib#RG5#G-573#Cetuximab#Ponatinib#DANOPREVIR#encorafenib#RAS PEPTIDE CANCER VACCINE#CETUXIMAB#CETUXIMAB#AFATINIB#DASATINIB#ATEZOLIZUMAB#METFORMIN#TEMSIROLIMUS#RIGOSERTIB#dabrafenib#-ARS 1620.00#NIVOLUMAB#PEMETREXED#capecitabine#ADAGRASIB#MEK inhibitor#FALDAPREVIR#NARLAPREVIR#Regorafenib#fluorouracil#irinotecan#DUAL IGF-1R/INSR INHIBITOR BMS-754807#MUC1-TARGETED PEPTIDE GO-203-2C#B-RAF/VEGFR-2 INHIBITOR RAF265#EPIDERMAL GROWTH FACTOR RECEPTOR TYROSINE KINASE INHIBITOR#REGORAFENIB#Sorafenib#Trametinib#MEK162#GEFITINIB#RAFAMETINIB#JNJ38877605#CARBOPLATIN#PEMBROLIZUMAB#GDC-0973#BINIMETINIB#Trastuzumab#Panitumumab#BCL2 inhibitor#CILUPREVIR#SOTORASIB#CETUXIMAB#PANITUMUMAB#Panitumumab#Cetuximab#tipiracil / trifluridine#PANITUMUMAB#PALBOCICLIB#Gemcitabine#SELUMETINIB#Decitabine#GLECAPREVIR#ERLOTINIB#vemurafenib#THERAPEUTIC TUMOR INFILTRATING LYMPHOCYTES#SCH772984#ALISERTIB#ASUNAPREVIR#SHP2 INHIBITOR RMC-4630#TIZATERKIB#Lapatinib#SIMEPREVIR SODIUM#PHA-665752#Abemaciclib#TRAMETINIB#CRIZOTINIB#ABEMACICLIB#LEUCOVORIN#TRAMETINIB#PICTILISIB#Selumetinib#VEDROPREVIR#SELUMETINIB#sotorasib#ENCORAFENIB#PANITUMUMAB#GEMCITABINE#TEPROTUMUMAB#AZD5438#SELUMETINIB#DOCETAXEL#GRAZOPREVIR#BOCEPREVIR#PD-325901#DACTOLISIB#ERLOTINIB#BEVACIZUMAB#DECITABINE#OXALIPLATIN#SALIRASIB#FURAPREVIR#regorafenib#PIMASERTIB#SOVAPREVIR#GS-9256#Cobimetinib#Binimetinib#trametinib#GI-4000#FOLFOX-4 REGIMEN#CHEMOTHERAPY#-ARS 853.00#RMC-4550#KG5#CISPLATIN#GEFITINIB#VANIPREVIR#Imatinib#Docetaxel#ramucirumab#SOTORASIB#PI3KBETA INHIBITOR AZD8186#MEK INHIBITOR GDC-0623#PARITAPREVIR#SALIRASIB#SIMVASTIN#oxaliplatin#ADAGRASIB#AZD4785#REOLYSIN#TELAPREVIR#IRINOTECAN#PACLITAXEL#FLUOROURACIL#EVEROLIMUS#MIRDAMETINIB,,",ENSG00000175324,ENSG00000184724,ENSG00000170037"
ENSG00000133704,#MKC-1,,",ENSG00000163348"
ENSG00000133706,#EPETRABOROLE,,",ENSG00000122783"
ENSG00000133731,#LITHIUM CARBONATE#LITHIUM CITRATE,,",ENSG00000130876,ENSG00000173991,ENSG00000117153"
ENSG00000133818,#tamoxifen,,",ENSG00000184724"
ENSG00000134001,#STAUROSPORINE,,",ENSG00000134262,ENSG00000111196,ENSG00000141013,ENSG00000129083,ENSG00000145020,ENSG00000198728,ENSG00000131748,ENSG00000188393"
ENSG00000134057,#SELICICLIB#KENPAULLONE#PROTOAPIGENONE,,",ENSG00000157404,ENSG00000141646,ENSG00000105650,ENSG00000167769,ENSG00000113303"
ENSG00000134058,#SELICICLIB#CENISERTIB#(RS)-ROSCOVITINE#PICTILISIB#R-roscovitine#Oxazolyl methylthiothiazole derivative 1#PMID26161698-Compound-34#Roscovitine derivative 1#ALVOCIDIB#DOVITINIB#FASUDIL#TAE-684#JNJ-7706621#RG-1530#ENTRECTINIB#PF-562271#TCMDC-125758#ALVOCIDIB#PHA-793887#AZD-1080#BMS-387032#Pyrazolo-triazine derivative 2#Tricyclic benzimidazole derivative 1#SELICICLIB#SNS-032#AT-7519#SNS-032#RONICICLIB#SY-1365#RGB-286638#ZOTIRACICLIB#BMS-387032#DACTOLISIB#ALVOCIDIB#SELICICLIB#Pyrazolo-triazine derivative 1#ALVOCIDIB#SNS-032#AZD-5438#PAZOPANIB,,",ENSG00000198176,ENSG00000147065"
ENSG00000134086,#STF-62247#ELR510444#BPTES#Saracatinib#Alpha 2 Interferon#Telaglenastat#Belzutifan#PT2399#Sorafenib#Gedatolisib#NICOTINE#ARV-771#Bevacizumab#Bevacizumab#Sunitinib#ANTI-VEGF MONOCLONAL ANTIBODY#Regorafenib#EVEROLIMUS#TEMSIROLIMUS#VEGF#Trametinib#Sunitinib#Unspecified VEGFR inhibitor#Everolimus#Olaparib#Pyrrolidine carboxamide derivative 1#Pazopanib#CYTOKINES#Axitinib#Cediranib#IBUPROFEN#RUXOLITINIB#Apitolisib,,",ENSG00000104375,ENSG00000032742"
ENSG00000134107,#RETINOIC ACID#TRICHOSTATIN A,,",ENSG00000100836"
ENSG00000134184,#XANTHOPHYLLS#DICUMAROL#clozapine#nevirapine#trimethoprim#streptomycin#pyrazinamide#sulfamethoxazole#doxorubicin#CAROTENOID#UVB#METHOTREXATE#anthracyclines and related substances#Platinum compounds#radiotherapy#azathioprine#paclitaxel#CURCUMIN#rifampin#CPT-11#ANTITUBERCULOSIS#dacarbazine#ethambutol#taxanes#isoniazid#PREDNISONE#etoposide#ANTICONVULSANT#NITROGLYCERIN#cytarabine#busulfan#TROGLITAZONE#DOCETAXEL#CHLORAMBUCIL#bleomycin#SULFORAPHANE#vinblastine#cyclophosphamide,,",ENSG00000164430"
ENSG00000134202,#olanzapine,,",ENSG00000164430"
ENSG00000134240,#chlorothiazide#hydrochlorothiazide,,",ENSG00000069943,ENSG00000095564"
ENSG00000134242,"#methotrexate#GNF-PF-3542#MESO-2,3-DIMERCAPTOSUCCINIC ACID#GNF-PF-2272#GNF-PF-231#DIPICOLINIC ACID#GNF-PF-159#CLOXYQUIN#GNF-PF-67",,",ENSG00000164031,ENSG00000112425"
ENSG00000134243,#hmg coa reductase inhibitors,,",ENSG00000160349,ENSG00000213339"
ENSG00000134250,#MK0752#REGN421#Tarextumab#OMP-59R5#Mk-0752#PF-03084014#RO4929097#TAREXTUMAB#OMP-59R5,,",ENSG00000099203,ENSG00000206527,ENSG00000213949"
ENSG00000134259,#FULRANUMAB#PG-110#MEDI-578#TANEZUMAB#Tanezumab#SAR 164877.00#TANEZUMAB#FASINUMAB#CERE-110#CERE-110#NsG-0202#CXB-909#ABT-110#PG110#MEDI-578#Fasinumab,,",ENSG00000160349"
ENSG00000134318,#DE-104#CYC-116#DOVITINIB#ALSTERPAULLONE#PMID28048944-Compound-19#PMID28048944-Compound-5#PMID28048944-Compound-6#Tricyclic compound 5#Y-39983#BAY-613606#PHA-767491#ILORASERTIB#CENISERTIB#GW441756X#JNJ-7706621#LAUROGUADINE#KENPAULLONE#LINIFANIB#ZM-447439#PF-562271#TAE-684#SP-600125#FASUDIL#THROMBIN#-SAR 407899.00#INS-117548#Tricyclic compound 4#GO-6976#FASUDIL#RIPASUDIL HYDROCHLORIDE DIHYDRATE#Y-27632#GSK269962A#NETARSUDIL DIMESYLATE#VANDETANIB#INS117548#PMID28048944-Compound-11#PMID28048944-Compound-2#PMID28048944-Compound-4#Tricyclic compound 6#AR-12286#PALBOCICLIB#VER-49009#AMA0076#AT-13148#VEROSUDIL#BELUMOSUDIL#KD-025#KD025#Indazolyl-thiadiazolamine derivative 1#PMID28048944-Compound-3#PMID28048944-Compound-7#Tricyclic compound 7#PROGESTERONE#AST-487#BELUMOSUDIL MESYLATE#SNS-314#PH-797804#RIPASUDIL,,",ENSG00000175324,ENSG00000140795,ENSG00000158669,ENSG00000226761,ENSG00000154889"
ENSG00000134323,#GSK126#BIRABRESIB#ALL-TRANS-RETINOIC ACID#BSO#SONIDEGIB#FACT COMPLEX-TARGETING CURAXIN CBL0137#ARSENIC TRIOXIDE#ETOPOSIDE#CYCLOPHOSPHAMIDE#CISPLATIN#OLAPARIB#JQ1#JQEZ5#Dinutuximab#PANOBINOSTAT#THP-ADRIAMYCIN#dinutuximab#ATRA#VINCRISTINE#VELIPARIB#NIRAPARIB#TALAZOPARIB,,",ENSG00000141646"
ENSG00000134333,#ANTHRACYCLINES#TETRAHYDRO-NAD,,",ENSG00000274274"
ENSG00000134352,#RALOXIFENE#BAZEDOXIFENE#SATRALIZUMAB,,",ENSG00000050555,ENSG00000026508,ENSG00000196569,ENSG00000053747,ENSG00000101680,ENSG00000087303,ENSG00000130702,ENSG00000091409,ENSG00000150093,ENSG00000144285,ENSG00000135862,ENSG00000112511,ENSG00000170037,ENSG00000112769"
ENSG00000134419,#DORLIMOMAB ARITOX#ATALUREN#CYCLOHEXIMIDE#MT-3724#ELX-02,,",ENSG00000134262,ENSG00000198728,ENSG00000188393,ENSG00000204449,ENSG00000140945,ENSG00000242372,ENSG00000182768,ENSG00000186862,ENSG00000111196"
